,rule,type,coef,support,importance
136,rm > 7.4235 and rad > 3,rule,1.8679388942909096,0.05084745762711865,0.4103602581142399
127,zn > 33 and rm <= 7 and rm > 6 and tax <= 534,rule,0.08331712807943545,0.0480225988700565,0.01781436886580808
34,black <= 311 and lstat <= 19 and lstat > 14 and rm <= 6,rule,-0.017672843091426523,0.0480225988700565,0.003778701366639249
85,ptratio > 19 and lstat <= 7 and rm <= 7 and dis > 1,rule,-1.3041502880552394,0.0480225988700565,0.2788455966186889
131,ptratio <= 17 and lstat <= 11 and rm > 7 and rad <= 6,rule,0.08534561234175143,0.04519774011299435,0.017729491435204962
74,crim <= 6 and crim > 0 and black > 319 and lstat > 14 and rm <= 6 and age <= 84,rule,1.1514964745282317,0.0423728813559322,0.23195558253114887
44,black <= 110 and lstat <= 20 and lstat > 7 and tax > 208,rule,-0.6462246846053922,0.03954802259887006,0.12594581978611177
121,ptratio <= 19 and indus <= 4 and rm <= 7 and rm > 6 and age <= 60,rule,0.19439562574897953,0.03954802259887006,0.03788669332979719
70,crim <= 7 and crim > 0 and black > 378 and lstat > 14 and indus <= 10.3 and rm <= 6 and age <= 97,rule,-1.2105875363474738,0.03954802259887006,0.23593719540632316
13,crim > 15.57415 and lstat > 14 and nox > 0 and rm <= 6,rule,-1.0954666210218478,0.03672316384180791,0.20603677940166887
146,ptratio <= 17 and rm > 7.798,rule,2.3294353683623483,0.03672316384180791,0.4381232179160541
25,crim <= 6 and black <= 319 and lstat > 14 and rm <= 6,rule,-0.29197622092058734,0.03672316384180791,0.05491526539095545
35,ptratio > 19 and black <= 114 and lstat <= 19 and lstat > 7,rule,-0.059263677127126234,0.03389830508474576,0.010724795223549915
139,lstat <= 5 and dis <= 3,rule,0.24574565180829386,0.031073446327683617,0.042640862714179946
137,lstat <= 5 and dis <= 3,rule,2.94836268280365,0.031073446327683617,0.5115888214661737
96,ptratio <= 19 and lstat <= 14 and lstat > 7 and rm <= 6 and rm > 6,rule,-0.20882056317673947,0.031073446327683617,0.0362337599904446
54,indus > 10 and rm <= 7 and rm > 6,rule,-0.293641566812089,0.02824858757062147,0.04865119274102079
130,lstat <= 5 and rm > 7 and age <= 67,rule,1.5081515051876395,0.02824858757062147,0.24987392063773628
140,crim <= 0 and lstat <= 5 and rm > 7 and dis > 3,rule,1.0913604361930591,0.025423728813559324,0.17178915599718955
134,lstat <= 7 and nox <= 0 and nox > 0,rule,0.6787905677896607,0.025423728813559324,0.1068472475932883
28,crim <= 29 and crim > 7 and lstat <= 25 and lstat > 22.93 and rm <= 6,rule,0.09523435936376047,0.025423728813559324,0.01499067555912332
66,ptratio <= 19 and lstat <= 19 and lstat > 7 and tax > 412,rule,-0.6077093235176884,0.025423728813559324,0.09565847204695532
105,zn <= 33 and rm <= 6.995 and rm > 6 and tax <= 534,rule,-0.10253203386682885,0.025423728813559324,0.016139389862893958
133,lstat <= 3 and rm > 6,rule,0.5963888425286721,0.022598870056497175,0.08863582488113116
119,ptratio <= 17 and lstat <= 14 and rm <= 6 and rm > 6.612 and tax > 208,rule,0.1454250380997831,0.022598870056497175,0.021613194766842918
73,crim <= 2 and ptratio <= 18 and lstat <= 16 and lstat > 7 and tax > 412.5,rule,-1.177071336644617,0.022598870056497175,0.17493735869549812
120,ptratio <= 18 and lstat <= 14 and lstat > 3 and rm <= 6 and rm > 6 and dis <= 3,rule,1.5489437581254948,0.01977401129943503,0.21564835233807433
22,crim > 33 and ptratio > 19 and lstat > 7,rule,-2.2563248414194343,0.01977401129943503,0.3141319572380148
59,ptratio <= 18 and black > 378 and lstat <= 14 and rm <= 5.957,rule,-0.1810069908916967,0.01977401129943503,0.025200307721117858
118,black > 114 and lstat <= 14 and indus <= 2 and rm <= 6.0 and rm > 5,rule,0.08877239050116138,0.01977401129943503,0.012359144510098194
45,ptratio > 20 and lstat <= 14 and rm <= 6.0 and rm > 4,rule,-0.5524014176938593,0.01977401129943503,0.07690689537950655
104,ptratio > 19 and lstat > 7 and nox <= 0 and dis <= 1,rule,1.3667487562522824,0.01694915254237288,0.17642115966676405
41,ptratio > 18 and black <= 114 and lstat <= 16 and lstat > 7,rule,-0.19722381558291038,0.01694915254237288,0.02545782763647783
19,crim <= 12 and crim > 7 and lstat > 14 and nox <= 0 and rm <= 6,rule,-0.07072462290641354,0.014124293785310734,0.008345744677730584
115,crim <= 0.15729 and black > 378 and lstat > 14 and indus <= 10.88 and rm <= 6,rule,0.04263823046674082,0.014124293785310734,0.005031455387984582
103,ptratio <= 14 and lstat > 7 and age <= 93 and dis > 2,rule,0.9591908610569271,0.014124293785310734,0.11318776537255641
148,lstat <= 3.295 and rm <= 7,rule,0.068048798993162,0.011299435028248588,0.007192522356323722
94,crim <= 7 and black <= 384 and lstat > 14 and rm <= 6 and age <= 84,rule,0.38080623960145993,0.011299435028248588,0.040249900546169774
110,crim <= 0 and crim > 0 and ptratio <= 19 and lstat <= 19 and lstat > 7 and rm > 6 and tax <= 412 and tax > 217,rule,2.7119328182131857,0.011299435028248588,0.2866419056977977
14,crim <= 7 and lstat > 14 and indus > 24 and rm <= 6 and age > 88,rule,-0.8756367543719881,0.011299435028248588,0.09255177203747765
116,lstat <= 14 and rm <= 6.0 and rm > 6 and age <= 51 and dis <= 4 and tax > 208,rule,0.1238312437778386,0.011299435028248588,0.013088533559173856
82,ptratio > 19 and rm <= 7 and rm > 6.9575 and dis > 1,rule,-2.365950558539183,0.00847457627118644,0.21687854374641582
125,lstat <= 14 and rm <= 6 and rm > 6.1405 and tax <= 207,rule,2.3637211775176623,0.00847457627118644,0.21667418406203517
123,rm <= 6 and dis > 2 and tax <= 222,rule,1.8715777580777584,0.00847457627118644,0.17156109083306684
147,lstat <= 14 and rm <= 4.9715,rule,1.9460947344273236,0.005649717514124294,0.14586363933518123
145,crim > 3 and lstat <= 6 and rm <= 7,rule,0.7388512013258018,0.005649717514124294,0.055378355044090916
40,ptratio <= 20 and lstat <= 14 and rm <= 5.36 and rm > 4,rule,-0.5875257234226305,0.005649717514124294,0.04403621196101665
144,lstat <= 7 and rm <= 7 and dis <= 1,rule,0.03009382280295692,0.005649717514124294,0.0022555913840643965
142,lstat <= 7 and rm <= 7 and dis <= 1,rule,7.613977287040194,0.005649717514124294,0.5706826174779764
37,lstat <= 7.965 and lstat > 7.81 and rm <= 6.0,rule,-0.6135876368086042,0.005649717514124294,0.04598960378067801
112,crim <= 0 and black > 384 and lstat > 2 and indus > 6 and rm > 7.445,rule,-1.7216112806697044,0.005649717514124294,0.1290381616457548
149,lstat <= 5 and rm <= 7 and rad > 16,rule,2.114112638008183,0.005649717514124294,0.1584569126513354
