,rule,type,coef,support,importance
206,pos y <= 0 and vel x > 0 and vel y <= 0,rule,-0.06404403181348609,0.04352,0.01306655360906481
42,pos y <= 1 and pos y > 0 and vel x > 0 and vel y <= 0 and vel y > 0 and angleVel <= 0,rule,-0.12640759713340724,0.04352,0.02579025082847647
180,vel x <= 0 and vel y > 0 and angle > 0 and angleVel > 0,rule,0.08897878908255054,0.04224,0.017896858049198165
55,pos y > 0.00748 and vel x > 0 and vel y <= 0 and vel y > 0.0,rule,-0.09724540461439603,0.04224,0.019559573919420644
192,pos y > 0 and vel x <= 0 and angle <= 0 and angleVel <= 0,rule,-0.022813634081310666,0.04192,0.004571997619121073
52,vel x > 0 and vel y > 0 and angleVel <= 0,rule,-0.1465613733931788,0.04192,0.029371832993397053
16,pos y > 0 and vel x <= 0 and vel y > 0 and angleVel <= 0 and angleVel > 0,rule,-0.06821021929499471,0.0416,0.013619761846437931
209,pos y <= 0.0075 and pos y > 0.0 and vel y <= 0 and vel y > 0.0 and angle <= 0.0,rule,0.04165833759507321,0.04128,0.008287388017990036
89,vel x <= 0 and vel y <= 0 and vel y > 0 and angle > 0,rule,-0.01199686877365274,0.04,0.002350896560526255
132,pos y > 0 and vel x > 0 and vel y > 0 and angle <= 0 and angleVel <= 0,rule,-0.03153806678561926,0.03936,0.006132576105207202
160,vel x <= 0 and vel y <= 0 and vel y > 0.0 and angleVel <= 0,rule,0.10989540490063224,0.03776,0.020947742635156835
31,pos y > 0 and vel x > 0 and vel y <= 0 and vel y > 0 and angleVel <= 0 and angleVel > 0.12099,rule,-0.2010718396397196,0.03712,0.03801380286427379
77,pos y <= 1 and vel x > 0.0 and vel y <= 0.0 and angle <= -0.4235,rule,-0.08950418800337584,0.0368,0.016850993195298338
184,vel x <= 0 and vel y <= 0 and angleVel > 0,rule,0.06626063317447059,0.03616,0.01237007308187102
148,vel x > 0 and vel y <= 0 and vel y > 0 and angle > 0,rule,0.17167837444820697,0.03616,0.03205031308573978
155,pos y <= 0 and vel x > 0.00125 and vel y <= 0 and vel y > 0,rule,0.1560428906503593,0.03584,0.029006981795198734
